DIVULGADOR;ID_RAW;ID_DIGITS;ID;NOME_FANTASIA;RAZAO_SOCIAL;CNPJ_CPF;ENDERECO;NUMERO;CEP;BAIRRO;CIDADE;UF;TELEFONE;EMAIL
Rafael Fernandes;026.632;026632;26632;ESCOLA NOSSA SENHORA DAS GRAÇAS;ESCOLA NOSSA SENHORA DAS GRAÇAS;09.380.015/0001-05;PRAÇA MAJOR JUSCELINO VILAR;44;58680-000;CENTRO;TAPEROÁ;PB;83 99933-4256;ensgeducandocomamor@gmail.com
Rafael Fernandes;029.794;029794;29794;ESCOLA NOVA GERAÇÃO - PR. JOSÉ CARLOS DE LIMA;BERIVANIA DA SILVA CAVALCANTI;18.805.927/0001-64;R DOS MILAGRES;1032;58070-530;CRISTO REDENTOR;JOÃO PESSOA;PB;83 98735-6314;silvaberivania@gmail.com
Rafael Fernandes;021.044;021044;21044;ESCOLA PHABLLO DANTAS;ESCOLA PHABLO DANTAS FONSECA SOUZA LTDA - ME;03.357.524/0001-22;RUA EDGAR GARCIA;08;58865-000;CENTRO;SÃO BENTO;PB;83 99909-6931 / 99903-4763;ritinhaprofessora@hotmail.com
Rafael Fernandes;019.043;019043;19043;ESCOLA PROFISSIONAL SÃO JOSE;INSTITUIÇÃO CULTURAL EDUCATIVA E DE ASSISTÊNCIA SOCIAL;09.110.115/0001-03;AVENIDA MARECHAL DEODORO DA FONSECA;200;58040-140;TORRE;JOÃO PESSOA;PB;83 2107-8200 / 99902-0639;secretaria.esj@lourdinas.com
Rafael Fernandes;029.632;029632;29632;ESCOLA RAMALHO SUL;ENILDA RAMALHO DE CARVALHO - ME;08.578.965/0001-78;RUA JORNALISTA JOSÉ RAMALHO;444;58081-110;COSTA E SILVA;JOÃO PESSOA;PB;83 8869-6360;***
Rafael Fernandes;032.850;032850;32850;ESCOLA RISOS KIDS;RISONETE RODRIGUES DA SILVA LTDA;34.129.520/0001-10;R ETIENE TRAVASSOS;42;58026-043;PADRE ZÉ;JOÃO PESSOA;PB;83 3213-0514 / 98836-0559 / 98836-0559;escolarisoskids@gmail.com
Rafael Fernandes;014.222;014222;14222;ESCOLA SAGRADO CORAÇÃO DE JESUS;PAULA REJANE FIGUEIRA DE BARROS - ME;00.768.460/0001-64;RUA TENENTE BERTO LUIZ GOMES;205;58062-120;PARATIBE;JOÃO PESSOA;PB;83 98863-2751;paula.rfb@hotmail.com
Rafael Fernandes;028.246;028246;28246;ESCOLA SAO FRANCISCO;ASSOCIAÇÃO IRMAS FRANCISCANAS MISSIONARIAS DO SERVIÇO - AIRFRAMS;***;RUA GEN. PEROUSE;59;58322-000;CENTRO;CONDE;PB;83 99833-7070;geilmabezerra.2017@gmail.com
Rafael Fernandes;047.285;047285;47285;ESCOLA SONHO DE CRIANÇA;SORAIA GOMES PEREIRA;14.944.339/0001-50;RUA CORONEL NICOLAU LOREIRO;S/N;58763-000;CENTRO;Emas;PB;83 9971-1642;***
Rafael Fernandes;017.821;017821;17821;ESCOLA SONHO ENCANTADO;FATIMA TARGINO RAMOS - ME;00.367.349/0001-66;RUA CORONEL JOÃO GADELHA MELO;123;58110-526;TAMBAY;BAYEUX;PB;83 98849-4530;angelicaramos2010@hotmail.com
Rafael Fernandes;026.681;026681;26681;ESCOLINHA MAGIA DO SABER;MARIA DA GUIA FEITOSA ALVES;10.353.844/0001-70;RUA MARIA AUGUSTA LIMEIRA;130;58707-062;MONTE CASTELO;PATOS;PB;83 98817-6256;luiza34@gmail.com
Rafael Fernandes;010.593;010593;10593;ESCOLINHA RECANTO DO SABER;KELIANE DA SILVA MORAIS - ME;11.515.791/0001-09;RUA SÃO VICENTE;871;58111-200;JARDIM SÃO VICENTE;BAYEUX;PB;83 3072-8232 / 99814-4191;recanto_do_saber@hotmail.com
Rafael Fernandes;020.292;020292;20292;ESPAÇO EDUCACIONAL ARCO IRIS;INSTITUTO EDUCACIONAL ARCO IRIS LTDA;03.284.167/0001-10;RUA DOMINGOS MEDEIROS;114;58840-000;CENTRO;POMBAL;PB;83 99614-7980 / 9614-7980 / 99614-4200;arcoirispombal@bol.com.br
Rafael Fernandes;022.446;022446;22446;FUNDAÇÃO RITA SUASSUNA;FUNDACAO RITA SUASSUNA;08.749.467/0001-40;RUA CEL. DORGIVAL VILAR;89;58680-000;CENTRO;TAPEROÁ;PB;83 99810-4164;fundacaoritasuassuna@gmail.com
Rafael Fernandes;034.222;034222;34222;HOTELZINHO PEQUENOS PASSOS;ROSELENE CABRAL SAMPAIO;525.270.934-34;R ARNALDO COSTA;280;58071-100;CRISTO REDENTOR;JOÃO PESSOA;PB;83 99343-9541;leninhafestas@hotmail.com
Rafael Fernandes;035.747;035747;35747;INSITUTO EDUCACIONAL SHAMAY;FERNANDES RODRIGUES MACHADO;13.887.687/0001-70;RUA SANTO ANTÔNIO;26;58112-465;COMERCIAL NORTE;BAYEUX;PB;83 98862-4129;pastor-formandes@hotmail.com
Rafael Fernandes;010.345;010345;10345;INSTITUTO ANJINHO AZUL;SILVANA SILVA;07.016.965/0001-11;RUA FUNCIONÁRIO ODON ALMEIDA;38;58058-560;MANGABEIRA;JOÃO PESSOA;PB;83 98743-9184;i.anjinhoazul@gmail.com
Rafael Fernandes;030.170;030170;30170;INSTITUTO CONSTRUINDO O SABER;MARILOURDES CORREIA DE SOUSA GUEDES 01231133422;35.481.169/0001-95;RUA MAURO MOURA MACHADO;62;58074-100;JOSÉ AMÉRICO DE ALMEIDA;JOÃO PESSOA;PB;83 99198-2704;issconstruindoosaber@gmail.com
Rafael Fernandes;010.399;010399;10399;INSTITUTO DE EDUCAÇÃO RUTINEA;AGANICE NASCIMENTO ALBUQUERQUE;70.110.440/0001-87;RUA ENGENHEIRO FRANCISCO RIBEIRO BELTRÃO;80;58056-570;MANGABEIRA;JOÃO PESSOA;PB;83 99800-6263;aganicerutinea@gmail.com
Rafael Fernandes;036.149;036149;36149;INSTITUTO DUQUE DE CAXIAS;INSTITUTO DUQUE DE CAXIAS LTDA.;46.078.212/0001-92;RUA DIÓGENES CHIANCA;130;58111-330;SESI;BAYEUX;PB;83 99116-0486;institucionaloliveira@gmail.com
Rafael Fernandes;033.099;033099;33099;INSTITUTO EBENEZER;NÚBIA BETÂNIA DE BRITO VIDAL LTDA;07.189.275/0001-64;RUA HERMES MANGUEIRA DINIZ;94;58994-000;CENTRO;DIAMANTE;PB;83 98657-7389;institutoebenezediamante@gmail.com
Rafael Fernandes;023.122;023122;23122;INSTITUTO EDUCACIONAL ABELHINHA;MARGARIDA MARIA AMORIM GUEDES - ME;11.513.185/0001-54;RUA JOSÉ RAMALHO CHAVIER;62;58735-000;CENTRO;TEIXEIRA;PB;83 9989-5099 / 99334-1567;institutoeducacionalabelhinha@gmail.com
Rafael Fernandes;028.002;028002;28002;INSTITUTO EDUCACIONAL ALEGRIA DE LER;ALQUIVANJE GOMES DE LIMA - ME;09.383.013/0001-61;RUA MIGUEL IMPERIANO;408;58706-090;SÃO SEBASTIÃO;PATOS;PB;83 99972-0196;alquivanjeggomes@gmail.com
Rafael Fernandes;023.159;023159;23159;INSTITUTO EDUCACIONAL ALEGRIA DE SABER LTDA;INSTITUTO EDUCACIONAL ALEGRIA DE SABER LTDA - ME;03.358.312/0001-60;RUA FRANCISCO BASILIO;S/N;58830-000;CENTRO;JERICÓ;PB;83 99802-6152;wallacycalado@gmail.com
Rafael Fernandes;047.286;047286;47286;INSTITUTO EDUCACIONAL ÂNGELO FILHO;INSTITUTO EDUCACIONAL ÂNGELO FILHO;02.820.608/0001-98;RUA JOSÉ ESTEVÃO CARNEIRO;S/N;58720-000;CENTRO;Santa Teresinha;PB;83 8139-6580;***
Rafael Fernandes;021.907;021907;21907;INSTITUTO EDUCACIONAL BEBE FELIZ;MARTA BEZERRA DORNELAS;15.009.086/0001-90;RUA JOSÉ ELISÁRIO DA SILVA;34;58101-105;MONTE CASTELO;CABEDELO;PB;83 99637-5890;iebfiebf@hotmail.com
Rafael Fernandes;026.082;026082;26082;INSTITUTO EDUCACIONAL BRANCA DE NEVE;INSTITUTO EDUCACIONAL BRANCA DE NEVE E COLEGIO IMPACTO LTDA;13.047.408/0001-60;RUA IODENATO RAMALHO LEITE;106;58770-000;CENTRO;COREMAS;PB;83 9808-0706 / 99937-3908;brancadeneveimpacto7@gmail.com
Rafael Fernandes;045.921;045921;45921;INSTITUTO EDUCACIONAL CANTINHO DA CRIANÇA;MARIA JULIETE PEREIRA DA SILVA;48.804.544/0001-32;R ALIETE R DE ARAÚJO;267;58076-653;JOÃO PAULO II;JOÃO PESSOA;PB;83 99142-0472;mariajulietesilva82@gmail.com
Rafael Fernandes;020.290;020290;20290;INSTITUTO EDUCACIONAL CASTELO ENCANTADO;ANA PAULA HILARIO SEVERO - ME;06.018.108/0001-98;RUA JOSÉ NUNES SOBRINHO;62;58580-000;CENTRO;SERRA BRANCA;PB;83 98817-3948;***
Rafael Fernandes;020.676;020676;20676;INSTITUTO EDUCACIONAL CHAPEUZINHO VERMELHO;LUCIENE BEZERRA DO NASCIMENTO;05.271.638/0001-80;RUA SEVERINO INÁCIO;14;58705-170;NOÉ TRAJANO;PATOS;PB;83 9104-3587 / 98661-1113;escolachapeuzinhovermelho@gmail.com
Rafael Fernandes;025.201;025201;25201;INSTITUTO EDUCACIONAL DENTINHO DE LEITE;ROBSON PEREIRA DE OLIVEIRA;04.333.117/0001-48;RUA ALTO CASTELIANO;980;58701-070;SANTO ANTÔNIO;PATOS;PB;83 9960-3713 / 99935-9275;dentinhodeleite2021@gmail.com
Rafael Fernandes;028.822;028822;28822;INSTITUTO EDUCACIONAL FONTE VIVA;INSTITUTO EDUCACIONAL FONTE VIVA LTDA;44.803.574/0001-73;RUA GERALDO BRANDÃO ROCHA;218;58068-185;GRAMAME;JOÃO PESSOA;PB;83 98898-0122;escolaifv1008@gmail.com
Rafael Fernandes;018.404;018404;18404;INSTITUTO EDUCACIONAL LAPIS NA MÃO;ALDACI ROSENDO DOS SANTOS;08.787.884/0001-88;RUA VERÔNICA MEDEIROS G. DE ARAÚJO;231;58090-647;ALTO DO MATEUS;JOÃO PESSOA;PB;83 98139-7591;lapisnamaojp2018@outlook.com
Rafael Fernandes;019.712;019712;19712;INSTITUTO EDUCACIONAL LAPIS NA MÃO;PAULA PATRICIA CRUZ DA FONSECA - ME;08.756.000/0001-28;RUA JOSERY SERRANO DE ASSIS;429;58071-570;CRISTO REDENTOR;JOÃO PESSOA;PB;83 99129-5555;patatt@hotmail.com
Rafael Fernandes;010.406;010406;10406;INSTITUTO EDUCACIONAL MANANCIAL DO SABER;ROSICLEIDE DE FARIAS MENDONÇA SILVA - ME;14.141.823/0001-41;AVENIDA LIBERDADE;4262;58110-400;JARDIM SÃO SEVERINO;BAYEUX;PB;83 2182-6956 / 8888-7288 / 98741-2753;marcosbatera74@hotmail.com
Rafael Fernandes;021.512;021512;21512;INSTITUTO EDUCACIONAL MUNDO MÁGICO;MARIA DA GUIA GUIMARAES LUCENA;028.637.014-01;RUA JOAQUIM LOPES DE ASSIS;S/N;58703-210;LIBERDADE;PATOS;PB;83 99673-8101;iemundomagico@gmail.com
Rafael Fernandes;026.872;026872;26872;INSTITUTO EDUCACIONAL NOVO CAMINHO FLORESCER;INSTITUTO EDUCACIONAL NOVO CAMINHO FLORESCER LTDA;59.282.797/0001-00;RUA SIQUEIRA CAMPOS;897;58103-052;CAMALAÚ;CABEDELO;PB;83 3228-2174 / 99666-0652;gitacosta2012@hotmail.com
Rafael Fernandes;026.071;026071;26071;INSTITUTO EDUCACIONAL PAI ETERNO;M. I. O. ARAUJO EDUCAÇÃO INFANTIL;19.603.856/0001-80;RUA MAJOR BRUNO DE FREITAS;291;58540-000;CENTRO;SUMÉ;PB;83 9968-0908 / 99804-3773;iespsume@gmail.com
Rafael Fernandes;021.046;021046;21046;INSTITUTO EDUCACIONAL PETRONIO ARAUJO;GILVANIRA NEVES DE ARAUJO - ME;13.051.808/0001-40;RUA PADRE LOURENÇO;295;58780-000;CENTRO;ITAPORANGA;PB;83 99959-6918;gilvaniraraujo007@gmail.com
Rafael Fernandes;021.484;021484;21484;INSTITUTO EDUCACIONAL PINGO DE MEL;JOSINEIDE LEITE DA COSTA CORDEIRO - ME;12.713.546/0001-79;RUA MANOEL REINALDO;S/N;58707-420;JATOBÁ;PATOS;PB;83 9995-0553 / 99995-0553;simonnyguedes@gmail.com
Rafael Fernandes;035.772;035772;35772;INSTITUTO EDUCACIONAL POLEGARZINHO;SUENIA VICTOR DA SILVA;12.182.190/0001-94;RUA FRANCISCO PEDRO DE ANDRADE;603;58112-430;COMERCIAL NORTE;BAYEUX;PB;83 98765-4454;sv.suenia@gmail.com
Rafael Fernandes;021.413;021413;21413;INSTITUTO EDUCACIONAL REFÚGIO DA CRIANÇA;IERC- INSTITUTO EDUCACIONAL REFUGIO DA CRIANCA LTDA - ME;05.375.179/0001-85;RUA JOSÉ SOARES;770;58070-080;VARJÃO;JOÃO PESSOA;PB;83 98852-3898;jaquelinejane1971@gmail.com
Rafael Fernandes;036.408;036408;36408;INSTITUTO EDUCACIONAL RUTH ROCHA;MARIA DE FATIMA BARBOSA DE SOUZA;11.859.370/0001-03;RUA MARINALDO DA SILVA COSTA;386;58306-970;IMACULADA;BAYEUX;PB;83 98762-4968 / 99167-3459;***
Rafael Fernandes;019.325;019325;19325;INSTITUTO EDUCACIONAL SEMENTE DO AMANHA - IESA;MARIA DO SOCORRO DE MAMEDE PEQUENO - ME;05.992.373/0001-00;RUA JUAREZ MARACAJÁ;25;58580-000;CENTRO;SERRA BRANCA;PB;83 99652-9263;socorropequenom@hotmail.com
Rafael Fernandes;047.028;047028;47028;INSTITUTO EDUCACIONAL STAR KIDS;INSTITUTO EDUCACIONAL STAR KIDS LTDA;28.887.055/0001-84;R ABELARDO T DA FONSECA;1093;58077-038;CUIÁ;JOÃO PESSOA;PB;83 98611-0965 / 98715-9519;starkidsgeisel@gmail.com
Rafael Fernandes;034.378;034378;34378;INSTITUTO EDUCACIONAL SUCESSO;ALAN BALBINO ANDRADE;52.421.499/0001-04;R PEDRO N DE M FILHO;282;58067-222;GRAMAME;JOÃO PESSOA;PB;83 99828-4866 / 99992-0298;ieseduca12@gmail.com
Rafael Fernandes;017.250;017250;17250;INSTITUTO EVAGELICO LIRIO DOS VALES;EDSON FERANDES DE OLIVEIRA-ME;12.246.209/0001-19;RUA FRANCISCO ALVES RODRIGUES;49;58063-610;VALENTINA DE FIGUEIREDO;JOÃO PESSOA;PB;83 98609-2775;ielv2008@hotmail.com
Rafael Fernandes;028.239;028239;28239;INSTITUTO LÁPIS DE CERA;INSTITUTO LAPIS DE CERA LTDA;11.455.465/0001-53;RUA ANTÔNIO GRIGÓRIO NETO;S/N;58308-287;JARDIM AEROPORTO;BAYEUX;PB;83 98868-5891;***
Rafael Fernandes;009.425;009425;9425;INSTITUTO MACHADO DE ASSIS;SANDRA MARIA CAMPOS DO NASCIMENTO - ME;02.048.939/0001-51;AVENIDA JOSÉ LIRA;142;58111-300;SESI;BAYEUX;PB;83 98760-2751;sandracamposfiel@gmail.com
Rafael Fernandes;029.230;029230;29230;INSTITUTO MARIA CECILIA;MARIZETE GOMES COSTA - ME;10.651.165/0001-87;RUA DOS MILAGRES;1021;58070-530;CRISTO REDENTOR;JOÃO PESSOA;PB;83 98807-3985;marifcjp@gmail.com
Rafael Fernandes;035.746;035746;35746;INSTITUTO SANTA MÔNICA;MARIA JOSE SANTOS DE LIMA;11.734.138/0001-30;RUA ALUÍZIO PEREIRA DA SILVA;160;58111-115;IMACULADA;BAYEUX;PB;83 98830-4188;mariajosenininha2@gmail.com
Rafael Fernandes;009.364;009364;9364;INSTITUTO SAO JOSE;INSTITUTO SÃO JOSÉ;09.279.159/0001-61;RUA VALDEMAR VIEIRA;S/N;58706-330;SÃO SEBASTIÃO;PATOS;PB;83 98859-9145;contato@instsaojose.com.br
Rafael Fernandes;033.701;033701;33701;MEIRELES ESPAÇO KIDS;EDNA ISABEL MEIRELES NASCIMENTO;32.974.606/0001-14;R ANTÔNIO TEOTÔNIO;591;58071-620;CRISTO REDENTOR;JOÃO PESSOA;PB;83 98622-6643;meireleskids@hotmail.com
Rafael Fernandes;009.552;009552;9552;META COLEGIAL JESUS DE NAZARE;MARIA DE LOURDES TEIXEIRA PONTES;07.060.985/0001-90;RUA WILBERTO MENDES DE PONTES;92;58064-530;VALENTINA DE FIGUEIREDO;JOÃO PESSOA;PB;83 98868-8863;metacolegialn@gmail.com
Rafael Fernandes;026.573;026573;26573;RECANTO DE EDUCAÇÃO INFANTIL E ENSINO FUNDAMENTAL CARROSSEL;ROMMERYTO AUGUSTO OLIVEIRA DE MORAIS;10.329.414/0001-12;RUA JOSÉ THEODORO FERNANDES;40;58600-000;SÃO JOSÉ;SANTA LUZIA;PB;83 99964-1400 / 99912-6752;carrosselsantaluzia@hotmail.com
Rafael Fernandes;017.252;017252;17252;SISTEMA DE ENSINO EBENEZER;MARIA DAS GRAÇAS DOS SANTOS;438.819.204-04;RUA TABELIÃO SEVERINO ARAÚJO;239;58113-350;JARDIM AEROPORTO;BAYEUX;PB;83 98658-3352;sistemadeensinoebenezer@gmail.com
Rafael Fernandes;028.811;028811;28811;SISTEMA DE ENSINO LAPIS NA MÃO;JOSE EUDES CAMPOS NETO;13.130.578/0001-04;RUA FERNANDO JORGE BARROS DE OLIVEIRA;163;58077-130;CUIÁ;JOÃO PESSOA;PB;83 3576-2568 / 3576-2568;sistemalapisnamao@gmail.com
Sergio Ribeiro;047.274;047274;47274;BRINCARTE BERÇARIO E ESCOLA;BRINCARTE SERVICO DE BERCARIO E EDUCACAO INFANTIL LTDA;40.654.354/0001-74;RUA CÔNEGO PEQUENO;343;58428-740;BELA VISTA;CAMPINA GRANDE;PB;83 98675-8363;***
Sergio Ribeiro;010.171;010171;10171;CASINHA DE BRINQUEDO;INSTITUTO DE PEDAGOGIA NATURAL LTDA;12.731.436/0001-30;AVENIDA RIO BRANCO;460;58400-058;CENTRO;CAMPINA GRANDE;PB;83 3321-1727 / 98716-1460;coordenacaofundamental@ipencb.com.br
Sergio Ribeiro;009.897;009897;9897;CEM - CENTRO EDUCACIONAL MODERNO;MARIA DE JESUS SOUTO MAIOR PORTO;12.940.953/0001-19;RUA AROLDO DO NASCIMENTO CABRAL;160;58410-565;CATOLÉ;CAMPINA GRANDE;PB;83 3331-3066 / 98744-3859;colegiocem_cem@hotmail.com
Sergio Ribeiro;009.943;009943;9943;CENTRO EDUCACIONAL EL SHADAY;LUCIA LINDOLFO DE FREITAS - ME;01.851.055/0001-78;RUA OTÁVIO BATISTA CABRAL;33;58423-215;TRÊS IRMÃS;CAMPINA GRANDE;PB;83 99848-1218;ceelsh2011@hotmail.com
Sergio Ribeiro;010.543;010543;10543;CENTRO EDUCACIONAL MEUS PRIMEIROS PASSOS;CENTRO EDUCACIONAL MEUS PRIMEIROS PASSOS LTDA ME;49.835.537/0001-60;RUA JOSÉ VIEIRA FILHO;45;58407-388;JOSÉ PINHEIRO;CAMPINA GRANDE;PB;83 3321-7992 / 98866-4446;primeirospassos@gmail.com
Sergio Ribeiro;010.193;010193;10193;COLÉGIO ALFREDO DANTAS;COLEGIO ALFREDO DANTAS LTDA EPP;08.842.494/0001-63;RUA MARQUÊS DO HERVAL;39;58400-087;CENTRO;CAMPINA GRANDE;PB;83 3315-7300;contato@alfredodantas.com.br
Sergio Ribeiro;010.178;010178;10178;COLÉGIO ALPHA;ALPHA- COLEGIO E CURSO LTDA;48.061.867/0001-83;RUA VIGÁRIO VIRGÍNIO;288;58406-030;SANTO ANTÔNIO;CAMPINA GRANDE;PB;83 2153-7076 / 3322-5461 / 98896-9286;doraupi2014@gmail.com
Sergio Ribeiro;009.926;009926;9926;COLEGIO CACILDIVA;COLEGIO CACILDIVA LTDA;27.272.177/0001-01;RUA SERGIPE;77;58414-040;LIBERDADE;CAMPINA GRANDE;PB;83 99313-8687;diz.adm.fincacildiva@gmail.com
Sergio Ribeiro;010.051;010051;10051;COLÉGIO DJANIRA TAVARES;COLEGIO DJANIRA TAVARES LTDA;09.370.198/0001-70;RUA DOUTOR JOÃO CARIRI;160;58415-600;CRUZEIRO;CAMPINA GRANDE;PB;83 98821-7575;secretaria@djaniratavares.com.br
Sergio Ribeiro;010.273;010273;10273;COLÉGIO E CURSO ROSA MÍSTICA;MARIA JOSE DA SILVA;12.341.797/0001-70;RUA DO SOL;749;58416-280;QUARENTA;CAMPINA GRANDE;PB;83 3341-0783 / 98165-6404;colegiorosamistica@gmail.com
Sergio Ribeiro;018.115;018115;18115;COLEGIO MOTIVA AMBIENTAL;COLEGIO MOTIVA LTDA;04.199.933/0001-00;RUA LUIZA BEZERRA MOTTA;589;58410-410;CATOLÉ;CAMPINA GRANDE;PB;83 2101-4900;patricia@colegiomotiva.com.br
Sergio Ribeiro;009.532;009532;9532;COLEGIO PANORAMA;MARIA DE LOURDES SARAIVA DO NASCIMENTO;24.105.199/0001-80;RUA ALMIRANTE BARROSO;2216;58415-670;CRUZEIRO;CAMPINA GRANDE;PB;83 3335-1551 / 99983-0403;contato@colegiopanorama.com.br
Sergio Ribeiro;009.929;009929;9929;COLEGIO PETRONIO FIGUEIREDO;ESCOLA DE 1 GRAU PETRONIO FIGUEIREDO LTDA;40.950.875/0001-79;RUA RIACHUELO;337;58414-140;LIBERDADE;CAMPINA GRANDE;PB;83 3322-5734 / 98620-9484;petroniocolegio@hotmail.com
Sergio Ribeiro;022.332;022332;22332;COLEGIO SANTOS NAZARIO;VANIA NAZARIO DE OLIVEIRA;02.946.009/0001-15;AVENIDA TANCREDO NEVES;653;58326-000;CENTRO;CAAPORÃ;PB;83 3286-2345 / 99638-7790;csnazario@hotmail.com
Sergio Ribeiro;010.155;010155;10155;COLEGIO VIRGEM DE LOURDES - LOURDINAS;ASSOCIAÇÃO DAS DAMAS HOSPITALEIRAS;31.143.381/0003-53;RUA NOSSA SENHORA DE LOURDES;193;58402-045;JARDIM TAVARES;CAMPINA GRANDE;PB;83 3182-3600;secretaria@evl.com.br
Sergio Ribeiro;010.600;010600;10600;ESCOLA AQUARELA;ZENILDA MELO DANTAS CARNEIRO;10.741.320/0001-56;RUA ESTELITA CRUZ;380;58401-470;ALTO BRANCO;CAMPINA GRANDE;PB;83 98831-2852 / 3341-5548;esc.aquarela@gmail.com
Sergio Ribeiro;027.668;027668;27668;ESCOLA ESPAÇO CRESCER;CENTRO EDUCACIONAL CRESCER LTDA - ME;07.863.127/0001-83;RUA FRANCISCO GUEDES DE MOURA;590;58410-490;CATOLÉ;CAMPINA GRANDE;PB;83 99418-8988;escolacrescer.lacerda@hotmail.com
Sergio Ribeiro;010.021;010021;10021;ESCOLA ESPAÇO CRIADOR;ROSANE BARBOSA LEAL;12.984.795/0001-07;RUA ELVIRA CAROLINO DE LIMA;165;58430-270;BODOCONGÓ;CAMPINA GRANDE;PB;83 3333-1349 / 98780-7250;escolaespacocriador@hotmail.com
Sergio Ribeiro;012.374;012374;12374;ESCOLA JESUS DE NAZARÉ;JOSÉ VANDILSON PEREIRA DE SOUSA;02.900.634/0001-26;RUA JOÃO BATISTA NEVES;285;58417-070;SANTA CRUZ;CAMPINA GRANDE;PB;83 3335-1084 / 98814-1053;escolajesusdenazare@hotmail.com
Sergio Ribeiro;010.048;010048;10048;ESCOLA PASSOS FIRMES;CENTRO EDUCACIONAL SANTA CLARA LTDA;02.087.842/0001-58;RUA CRISTINA PROCÓPIO SILVA;571;58410-255;CATOLÉ;CAMPINA GRANDE;PB;83 3337-1687 / 3334-1640;escola.passosfirmes@hotmail.com
Sergio Ribeiro;010.040;010040;10040;ESCOLA SONHO E REALIDADE;MARIA LUIZA GOMES DIAS - ME;12.732.301/0001-99;RUA MAMEDE MOISÉS RAIA;421;58407-030;MONTE CASTELO;CAMPINA GRANDE;PB;83 98719-4473;sonhoerealidadecg@gmail.com
Sergio Ribeiro;009.948;009948;9948;ESPAÇO EDUCACIONAL CARMELA VELOSO;ESPÇO EDUCACIONAL CARMELA VELOSO LTDA;01.551.566/0001-74;RUA APRÍGIO VELOSO;1359;58430-380;BODOCONGÓ;CAMPINA GRANDE;PB;83 3333-2043 / 99172-0307;carmelavelozo@igui.com.br
